Verb,FrameNo,SubFrameNo,Sem,ConstrIndex,Constr,ConstrName,Example,ConstrPattern,Synopsis,Features,FrameNetFrame,MatchEvaluation,Suggestion,Other links
пристать,3,1,,7800,пристать 3.1,3.1_По дороге к нам пристала чужая собака.,По дороге к нам пристала чужая собака. Он пристал к бродячей труппе артистов и исколесил с ними всю Францию.,Snom V к + Sdat,3,НВ приставать,,,,
пристать,4,1,,7801,пристать 4.1,4.1_Пароход только что пристал.,"Пароход только что пристал. Публика ждала, когда судно пристанет.",Snom V,4,НВ приставать,Arriving,ExactMatch,,
пристать,5,1,,7803,пристать 5.1,5.1_Тебе не пристало так говорить.,Тебе не пристало так говорить.,Sdat не Vimpers Vinf,5,НВ приставать,Desirable_event,ExactMatch,,
пристать,7,1,,17228,пристать 7.1,7.1_К ребенку пристала брюшная болезнь.,"К ребенку навсегда пристанет диагноз, который потом потянется за ним по жизни.",Snom V к + Sdat,7,НВ приставать,,,,
пристать,8,1,,17280,пристать 8.1,"8.1_Версту с сумами шел, совсем пристал (= устал).","Версту с сумами шел, совсем пристал",Snom V,8,НВ приставать,Biological_urge,ExactMatch,,
присутствовать,1,1,,7810,присутствовать 1.1,1.1_Все присутствуют?,Все присутствуют?,Snom V,,СВ нет,Attending,ExactMatch,,
присутствовать,2,1,,12607,присутствовать 2.1,"2.1_На картине также присутствует нагромождение скал, известных уже ранее гор Кадакеса, и саранча - одно из насекомых, населяющих его кошмары.","На картине также присутствует нагромождение скал, известных уже ранее гор Кадакеса, и саранча - одно из насекомых, населяющих его кошмары.",Snom V {ADV / PRгде + Sx},,,,,,
пробить,1,1,физическое воздействие,7836,пробить 1.1,1.1_Рабочие пробили стену.,Рабочие пробили стену.,Snom V Sacc,1,НВ пробивать,Cause_harm,WeakMatch,Break_through,
пробить,2,1,физическое воздействие,7840,пробить 2.1,2.1_Снаряд пробил стену.,Снаряд пробил стену [лобовую броню танка].,Snom V Sacc,2,НВ пробивать,,,,
пробить,3,1,физическое воздействие,7841,пробить 3.1,3.1_Решено было пробивать новую скважину.,Решено было пробивать новую скважину [новый шахтный ствол]. За первый месяц пробили сорок метров [две скважины].,Snom V Sacc,3,НВ пробивать,Practice,ExactMatch,,
пробить,4,1,физическое воздействие,7843,пробить 4.1,"4.1_В горах совсем недавно пробили дорогу, до этого ездили по тропам.","В горах совсем недавно пробили дорогу, до этого ездили по тропам.",Snom V Sacc,4. &lt;разг.&gt;,НВ пробивать,,,,
пробить,5,1,физическое воздействие,12738,пробить 5.1,5.1_Дуэлянту пробили шпагой левый висок.,Дуэлянту пробили шпагой левый висок.,Snom V Sacc Sins Sdat,5,НВ пробивать,Cause_harm,ExactMatch,,
пробить,7,1,физическое воздействие,12728,пробить 7.1,7.1_Он пробил специальные пенсии.,Он пробил специальные пенсии.,Snom V Sacc,7,НВ пробивать,Getting,ExactMatch,,
пробить,8,1,физическое воздействие,12739,пробить 8.1,"8.1_Пробейте по компьютеру, не числится ли в угоне машина с таким-то номером","Пробейте по компьютеру, не числится ли в угоне машина с таким-то номером",Snom V по + Sdat CLi,8,НВ пробивать,Inspecting,ExactMatch,,
пробовать,1,1,,7844,пробовать 1.1,1.1_Перед пуском электростанции специалисты опробовали насосы.,"Перед пуском электростанции специалисты опробовали насосы [двигатели, турбины]. Мотор пробовать незачем, его надежность гарантирована.",Snom V Sacc,1,СВ попробовать; СВ также опробовать,Experimentation,ExactMatch,,
пробовать,3,1,,7847,пробовать 3.1,3.1_Старик дал нам попробовать мед.,Старик дал нам попробовать мед [уху]. Я попробовал хлеб - он показался необыкновенно вкусным.,Snom V Sacc,3,СВ попробовать,Tasting,ExactMatch,,
пробовать,4,1,,7848,пробовать 4.1,"4.1_Он пробовал писать, но ничего не вышло.","Он пробовал писать, но ничего не вышло. Попробуй заниматься музыкой, увидишь, как это увлекательно. Раненый несколько раз пробовал встать.",Snom V Vinf,4,СВ попробовать,Attempt,ExactMatch,,
проверить,1,1,,7861,проверить 1.1,1.1_Ревизор проверил кассу и составил акт.,"Ревизор проверил кассу и составил акт. Дежурный проверяет пропуска [документы]. Контролеры проверяли билеты в начале вагона, когда он встал и направился к выходу.",Snom V Sacc,1,НВ проверять,Scrutiny,ExactMatch,,
проверить,2,1,,7862,проверить 2.1,2.1_Учитель систематически проверял знания учащихся.,Учитель систематически проверял знания учащихся. Проверьте свои силы! Мастер тщательно проверял механизмы [части машины].,Snom V Sacc,2,НВ проверять,Examination,ExactMatch,,
проверить,3,1,,7863,проверить 3.1,3.1_Инспектор приехал проверить постановку воспитательной работы в нашей школе.,Инспектор приехал проверить постановку воспитательной работы в нашей школе. Необходимо систематически проверять исполнение принятых решений.,Snom V Sacc,3,НВ проверять,,,,
прогреметь,5,1,звук,12495,греметь 5.1,5.1_Поезд прогремел по мосту,Поезд прогремел по мосту,Snom V {ADV / PRтраект + Sx},5,НВ греметь,Motion_noise,ExactMatch,,
прогреметь,7,1,звук,12497,греметь 7.1,7.1_Прогремела весть о конце войны,Прогремела весть о конце войны,Snom V,"7. =1, но не источник звука",НВ греметь,Communication_noise,ExactMatch,,
продлиться,1,1,,12338,продлиться 1.1,1.1_Их первая встреча продлилась доли секунды,Их первая встреча продлилась доли секунды,Snom V {ADV / Sacc},1,НВ длиться,Duration_relation,ExactMatch,,
продлиться,2,1,,12340,продлиться 2.1,2.1_Жизнь продлится,Жизнь продлится,Snom V,2,НВ длиться,,,,
продолжаться,1,1,существование; фазовый,7903,продолжаться 1.1,1.1_Буран продолжается.,"Буран [пурга, ветер] продолжается. Это не может так дальше продолжаться.",Snom V,,СВ нет,Duration_relation,ExactMatch,,
проживать,1,1,существование,7922,проживать 1.1,1.1_Андреев проживает в Москве.,"Андреев проживает в Москве [в Крыму, на Кавказе]. Квартиры у них пока нет, они проживают у родственников. Где вы проживаете?",Snom V {ADV / PRгде + Sx},,СВ нет,Residence,ExactMatch,,
прожить,1,1,существование,7923,прожить 1.1,1.1_Ребенок прожил немного.,"Ребенок прожил немного [не больше недели, всего неделю]. Больной и дня не проживет. Тициан прожил девяносто девять лет.",Snom V {ADV / Sacc},1,НВ нет,Cycle_of_life_and_death,ExactMatch,,
прожить,2,1,существование,7925,прожить 2.1,2.1_Работать умеем - как-нибудь проживем.,"Работать умеем - как-нибудь проживем. Детям без учения не прожить. Я великолепно проживу на свою зарплату. Он (всю жизнь), прожил бобылем.",Snom V {ADV / Sins / PR + Sx},2,НВ нет,Thriving,ExactMatch,,
прожить,3,1,существование,7927,прожить 3.1,3.1_Я прожил в столице три года.,"Я до сих пор не знаю, где он прожил прошлое лето. Десять лет я прожил на этой улице. Зиму мы прожили в гостинице [у родственников, на загородной вилле].",Snom V {ADV / Sacc} {ADV / PRгде + Sx},3,НВ нет,Residence,ExactMatch,,
прожить,4,1,существование,7929,прожить 4.1,4.1_Князь прожил громадное состояние.,Князь прожил громадное состояние.,Snom V Sacc,4,НВ проживать,Manner_of_life,ExactMatch,,
производить,1,1,,7951,производить 1.1,1.1_Венгрия давно уже производит собственные грузовые автомобили.,Венгрия давно уже производит собственные грузовые автомобили. Завод производит хлопкоуборочные комбайны. Грузия и Армения производят лучшие вина Советского Союза.,Snom V Sacc,1,СВ произвести,Manufacturing,ExactMatch,,
производить,3,1,,7954,производить 3.1,3.1_Этот ученый произвел большое впечатление.,Этот ученый произвел большое впечатление.,Snom V Sacc,3,СВ произвести,Experiencer_obj,TooGeneral,Impressing,
производить,4,1,,7956,производить 4.1,4.1_Войска произвели атаку.,"Войска произвели атаку. Партизаны производили вылазки чуть ли каждую ночь. Они производят вычисления [измерения, опыты]. Полиция произвела обыски и аресты. Уголовный розыск производит тщательное расследование по этому делу. Вам нужно срочно произвести ремонт [платеж]. Здесь будут производить съемку фильма, улица перекрыта. Станки производили невероятный шум [грохот].",Snom V Sacc,4,СВ произвести,Intentionally_act,ExactMatch,,
произнести,1,1,речь,7958,произнести 1.1,1.1_Он не мог произнести ни слова.,"Он не мог произнести ни слова. Повтори-ка, как ты произносишь это слово?",Snom V Sacc,1,НВ произносить,Spelling_and_pronouncing,ExactMatch,,
произнести,2,1,речь,7961,произнести 2.1,2.1_Он произнес длинный монолог о воспитании детей.,Он произнес длинный монолог о воспитании детей. Министр произносит приветственную речь. Бойцы торжественно произнесли клятву.,Snom V Sacc,2,НВ произносить,,,,
происходить,1,1,существование,7963,происходить 1.1,1.1_Этот писатель происходит из крестьян.,Этот писатель происходит из крестьян [из рабочих]. Она происходит из семьи учителя.,Snom V из + Sgen,1. <преим. НВ>,СВ произойти; преим. НВ,People_by_origin,ExactMatch,,
происходить,2,1,существование,7966,происходить 2.1,2.1_Произошло несчастье.,"Произошло несчастье [недоразумение]. Непонятно, что (тут) происходит!",Snom V,2,СВ произойти,Event,ExactMatch,,
прокричать,1,1,речь,12542,прокричать 1.1,"1.1_Поэт прокричал, что он понимает нацистов.","Поэт прокричал, что он понимает нацистов",Snom V что + CL,1,НВ кричать,Communication_manner,ExactMatch,,
прокричать,2,1,речь,12545,прокричать 2.1,2.1_Он прокричал болотной выпью,Он прокричал болотной выпью,Snom V Sins,2,НВ кричать,Communication_manner,ExactMatch,,
прокричать,3,1,речь,12543,прокричать 3.1,3.1_Выпь трижды прокричала и смолкла,Выпь трижды прокричала и смолкла,Snom V,3,НВ кричать,,,,
прокричать,4,1,речь,12552,прокричать 4.1,4.1_Мы прокричали всю Левушкину месячную зарплату.,Мы прокричали всю Левушкину месячную зарплату,Snom V Sacc,4,НВ кричать,Using_resource,ExactMatch,,
пропеть,1,1,,12252,пропеть 1.1,1.1_Колька пропел продолжение песни,Колька пропел продолжение песни,Snom V Sacc,1,НВ пропевать,Communication_manner,ExactMatch,,
пропеть,3,1,,12259,пропеть 2.1,2.1_Пропел третий петух.,Они пропели,Snom V,2,НВ пропевать,Make_noise,ExactMatch,,
пропеть,3,1,,12261,пропеть 3.1,3.1_Окна в кабинете заунывно пропели,Окна в кабинете заунывно пропели,Snom V,3,НВ нет,Make_noise,ExactMatch,,
пропеть,4,1,,12257,пропеть 4.1,4.1_Даниэль Дефо пропел гимн человеческой предприимчивости,Даниэль Дефо пропел гимн человеческой предприимчивости,Snom V Sacc Sdat,4. метаф.,НВ нет,Communication_manner,ExactMatch,,
пропеть,5,1,,12258,пропеть 5.1,5.1_Стрекоза лето красное пропела,Стрекоза лето красное пропела,Snom V Sacc,5. метон. пропустить,НВ нет,,,,
прописать,1,1,,11486,прописать 1.1,1.1_Прописать нового жильца.,Прописать нового жильца.,Snom V Sacc,прописать 1. оформить по адресу,НВ прописывать,Sign_agreement,TooGeneral,Register,
прописать,2,1,,11488,прописать 2.1,2.1_Прописать больному лекарство.,Прописать больному лекарство.,Snom V Sacc Sdat,прописать 2. назначить лечение,НВ прописывать,Documents,TooGeneral,Prescribe,
прорезаться,1,1,,11536,прорезаться 1.1,1.1_зуб прорезывается,Прорежется ли зуб новой философии?,Snom V,,,Process_start,ExactMatch,,
прорезаться,2,1,,11547,прорезаться 2.1,2.1_луч прорезался сквозь пелену,Солнечный луч прорезался сквозь пелену неба,сквозь + Sacc Snom V,2,,Cutting,ExactMatch,,
прорезаться,3,1,,11550,прорезаться 3.1,3.1_В нем прорезался талант.,"Теперь хоть знаю, что во мне прорезалось.",Snom V в + Sloc,3,НВ прорезаться,Coming_to_be,ExactMatch,,
прорезаться,4,1,,11548,прорезаться 4.1,4.1_из несуразицы прорезался смысл,из несуразицы постепенно прорезался смысл,Snom V {ADV / PRоткуда + Sx},4,.,,,,
прорезаться,5,1,,11551,прорезаться 5.1,5.1_улыбка прорезалась на его лице.,улыбка прорезалась на его лице.,Snom V на + Sloc,5,НВ прорезаться,Gesture,ExactMatch,,
прорезаться,6,1,,11549,прорезаться 6.1,6.1_«Вот-вот!» - прорезался Касымка.,«Вот-вот!» - прорезался Касымка.,Snom V «CL»,6,НВ прорезаться,Communication_manner,ExactMatch,,
прорезаться,7,1,,16272,прорезаться 7.1,7.1_Боря Кулич прорезался.,Боря Кулич прорезался.,Snom V,7. о появлении долго отсутствовавшего человека (разг.),НВ прорезаться,Perception_experience,WeakMatch,,VerbNet: show-v.2: show up
прорезаться,8,1,,16286,прорезаться 8.1,8.1_Прорезались у нее на лбу эти морщины.,Прорезались у нее на лбу эти морщины.,у + Sgen на + Sloc V Snom,8. резко обозначиться где-либо,НВ прорезаться,Coming_to_be,ExactMatch,,
просить,1,1,речь,8059,просить 1.1,1.1_Никогда и ничего не просите.,"Никогда и ничего не просите. Она просила денег [муки, чаю]. Она совершенно опустилась, просила милостыню на улицах.",Snom V {Sacc / Spart},1. посессив. (взять),СВ попросить,Request,ExactMatch,,
проститься,1,1,речь,8091,проститься 1.1,1.1_Влюбленные прощаются.,Влюбленные прощаются. Он всегда очень долго прощается.,Snom V,1,НВ прощаться,Intentionally_act,TooGeneral,say_good_bye,
проститься,2,1,речь,8094,проститься 2.1,2.1_Он простился со своими идеалами.,Он простился со своими идеалами. Прощайся с жизнью [со свободой]!,Snom V с + Sins,2,НВ прощаться,Intentionally_act,ExactMatch,,
противопоставить,1,1,,8103,противопоставить 1.1,1.1_Он противопоставляет героев Достоевского героям Булгакова.,Он противопоставляет героев Достоевского героям Булгакова. Мы противопоставляем их лжи нашу правду.,Snom V Sacc Sdat,,НВ противопоставлять,Taking_sides,TooGeneral,Contrast,
протянуть,1,1,,8108,протянуть 1.1,1.1_протянуть веревку [чтобы вешать белье],"Что за манера развешивать белье на заборе, вы что, веревку протянуть не можете?",Snom V Sacc,1,НВ протягивать,Intentionally_act,TooGeneral,Stretch,
протянуть,3,1,,8115,протянуть 3.1,3.1_Прохожий протянул нищему туго набитый кошелек.,"Прохожий протянул нищему туго набитый кошелек. Он протянул мне руку [шест, портсигар].",Snom V Sacc Sdat,3,НВ протягивать,Giving,ExactMatch,,
протянуть,4,1,,8116,протянуть 4.1,4.1_Женщина протянула к нему руки.,Женщина протянула к нему руки. Старик протянул к огню ноги.,Snom V Sacc к + Sdat,4. руку,НВ протягивать,Body_movement,TooGeneral,,
протянуть,6,1,,8118,протянуть 6.1,"6.1_«Вот вы какой», - удивленно протянула Марина.","«Вот вы какой», - удивленно протянула Марина.",Snom V «CL»,6. тянуть ноту,НВ протягивать,Communication_manner,ExactMatch,,
протянуть,8,1,,12389,протянуть 8.1,8.1_Он протянул два года,Он протянул два года,Snom V Sacc,8. &lt;разг.&gt; время неперех.,НВ нет,Cycle_of_life_and_death,ExactMatch,,
протянуть,9,1,,12383,протянуть 9.1,9.1_Вы этак ноги протянете,Вы этак ноги протянете,Snom V ноги,9. идиом.,НВ нет,Body_movement,ExactMatch,,
протянуть,10,1,,12386,протянуть 10.1,"10.1_Если мы протянем деньжат и провизию, недельку поживем","Если мы протянем деньжат и провизию, недельку поживем",Snom V Sacc,10. окказ.,НВ нет,Thriving,ExactMatch,,
прочитать,2,1,,12320,прочитать 2.1,2.1_Паренек просил позволения прочитать свои стихи,Паренек просил позволения прочитать свои стихи,Snom V Sacc,2. речь (выступать),НВ нет,Reading_activity,ExactMatch,,
прочитать,3,1,,12328,прочитать 3.1,3.1_В моем взоре говоривший прочитал злобу и изумление.,В моем взоре говоривший прочитал злобу и изумление. Девушка читала любовь в глазах Сергея. Он прочел восторг на лицах своих слушателей.,Snom V Sacc {ADV / PRгде + Sx},3. ментальн. интерпретация,НВ прочитывать,Reading_perception,ExactMatch,,
проявить,1,1,,8121,проявить 1.1,1.1_Молодой боец проявил необыкновенную смелость.,Молодой боец проявил необыкновенную смелость. Он проявил большой интерес к работе [изобретательность]. Старик проявил отеческую заботу о сироте.,Snom V Sacc,1,НВ проявлять,Evidence,ExactMatch,,
проявить,2,1,,8122,проявить 2.1,2.1_Вот тут-то он проявил себя.,Вот тут-то он проявил себя.,Snom V себя,2,НВ проявлять,Judgment,TooGeneral,,VerbNet: show-v.3: 'demo; exhibit something for public viewing'
прятать,1,1,помещение объекта,8136,прятать 1.1,1.1_Недоверчивая старуха прячет свои ключи.,Недоверчивая старуха прячет свои ключи [деньги]. Зачем вы спрятали свои книги?,Snom V Sacc,1,НВ спрятать,Hiding_objects,ExactMatch,,
прятать,2,1,помещение объекта,8140,прятать 2.1,2.1_Он прячет свои мысли.,"Он прячет свои мысли. Почему ты прячешь глаза? «Ну, ну», - говорил он, пряча улыбку.",Snom V Sacc,2,НВ спрятать,Hiding_objects,ExactMatch,,
прятать,3,1,помещение объекта,16370,прятать 3.1,3.1_прячущее уклонение от смерти.,прячущее уклонение от смерти,Snom V,3,СВ спрятать,,,,
прятать,4,1,помещение объекта,12780,прятать 4.1,4.1_Катерина прячет лицо у Бориса на груди.,Катерина прячет лицо у Бориса на груди.,Snom V Sacc {ADV / PRгде + Sx},4,СВ спрятать,Hiding_objects,TooGeneral,,
прятаться,1,1,местонахождение,8141,прятаться 1.1,"1.1_Он боится выходить на улицу, все прячется.","Он боится выходить на улицу, все прячется.",Snom V,1,СВ спрятаться,Self_motion,ExactMatch,,
прятаться,2,1,местонахождение,8145,прятаться 2.1,"2.1_Луна спряталась, стало темно.","Луна спряталась, стало темно.",Snom V,2,СВ спрятаться,Perception_experience,WeakMatch,,
прятаться,3,1,местонахождение,12787,прятаться 3.1,"3.1_Михайлов бормочет, прячась в себя и в свою медлительность.","-- Такие вот дела,-- без всякого смысла произносит Михайлов и повторяет, сколько можно прячась в себя и в свою медлительность.",Snom V {ADV / PRкуда + Sx},3,,,,,
прятаться,4,1,местонахождение,12606,прятаться 4.1,4.1_Под тайным самодовольством прятался в глубине страх.,"Потому что под тайным самодовольством пряталось в глубине совсем другое -- страх, леденящий душу.",Snom V под + Sins PRгде + Sx,4,СВ спрятаться,,,,
пугать,1,1,эмоция,8150,пугать 1.1,"1.1_Ты меня не пугай, я не из пугливых!","Ты меня не пугай, я не из пугливых! Нехорошо пугать детей.",Snom V Sacc,,СВ испугать,Experiencer_obj,ExactMatch,,
пугать,2,1,эмоция,13645,пугать 2.1,2.1_Крутизна обрыва пугает ее.,Крутизна обрыва пугает ее. Ничто его не пугает.,Snom V Sacc,2. (эффектор),СВ испугать,,,,
пугаться,1,1,эмоция,8152,пугаться 1.1,1.1_Дети пугаются.,Дети пугаются. Лошади пугаются.,Snom V,,СВ испугаться,Experiencer_obj,ExactMatch,,
путать,1,1,,8191,путать 1.1,1.1_Не путай пряжу!,"Не путай пряжу [нитки, веревку]!",Snom V Sacc,1,СВ нет,Rope_manipulation,WeakMatch,Tangling,
путать,2,1,,8192,путать 2.1,2.1_Ты путаешь все наши планы.,"Ты путаешь все наши планы. Он вечно путает счета. Молодые солдаты сбивались с ноги, путали строй.",Snom V Sacc,2,СВ нет,Experiencer_obj,WeakMatch,Confusing,
путать,3,1,,8193,путать 3.1,3.1_Зачем ты меня путаешь?,Зачем ты меня путаешь?,Snom V Sacc,3,СВ нет,,,,
путать,7,1,,8198,путать 7.1,7.1_Вы путаете.,Вы путаете.,Snom V,7,СВ нет,Correctness,ExactMatch,,
пытаться,1,1,,8211,пытаться 1.1,"1.1_Он пытался ответить на вопрос, но не мог.","Он пытался ответить на вопрос, но не мог. Обвиняемый пытался оправдаться. Парламентер попытался вступить в переговоры с немецким командованием.",Snom V Vinf,,СВ попытаться,Attempt,ExactMatch,,
пытаться,2,1,,13914,пытаться 2.1,2.1_Старичок стал смотреть «яко обвиняемый пытается».,"Утвердил старичок трость меж колен, покойно руки сложил на балдовине и стал смотреть «яко обвиняемый пытается».",Snom V,2. пасс. от пытать,,,,,
радовать,1,1,эмоция,8235,радовать 1.1,1.1_Победы радуют людей.,"Победы [успехи] радуют людей. Ваше счастье радует меня. Первый снег обрадовал и детей, и взрослых.",Snom V Sacc,,СВ обрадовать,Emotions,ExactMatch,,
радовать,2,1,эмоция,13304,радовать 2.1,2.1_Парижские рестораны радуют демократизмом цен.,"Парижские радуют демократизмом цен, провинциальные - неторопливостью обслуживания.",Snom V Sins,,,Experiencer_obj,ExactMatch,,
радоваться,1,1,эмоция,8238,радоваться 1.1,1.1_Дети радуются.,Дети радуются. Все радовались.,Snom V,1,СВ обрадоваться,Self_motion,TooGeneral,Self_emotion,
радоваться,3,1,эмоция,12909,радоваться 3.1,3.1_Глаза радуются.,А на палатки новые смотрю - глаза радуются.,Snom V,,,,,,
разбить,1,1,физическое воздействие,8250,разбить 1.1,1.1_Мальчишка разбил стекло.,"Мальчишка разбил стекло [чашку, вазу]. Кто-то разбил окно.",Snom V Sacc,1,НВ разбивать,Breaking_apart,ExactMatch,,
разбить,2,1,физическое воздействие,8255,разбить 2.1,2.1_Она упала и разбила голову.,Она упала и разбила голову [нос].,Snom V Sacc,2,НВ разбивать,Experience_bodily_harm,ExactMatch,,
разбить,3,1,физическое воздействие,8259,разбить 3.1,3.1_Начинающие пианисты совершенно разбили рояль.,"Начинающие пианисты совершенно разбили рояль. Он долго носил эти сапоги и совсем разбил их. Гусеницы танков разбили дорогу. Солдаты выбрались на шоссе, разбитое тяжелыми грузовиками и орудиями.",Snom V Sacc,3,НВ разбивать,Render_nonfunctional,ExactMatch,,
разбить,4,1,физическое воздействие,8260,разбить 4.1,4.1_Наши войска разбили врага.,Наши войска разбили врага.,Snom V Sacc,4,НВ разбивать,Beat_opponent,ExactMatch,,
разбить,6,1,физическое воздействие,8263,разбить 6.1,"6.1_Снесем здесь сарай, разобьем скверик.","Снесем здесь сарай, разобьем скверик.",Snom V Sacc,6,НВ разбивать,Intentionally_create,ExactMatch,,
разбить,8,1,физическое воздействие,8267,разбить 8.1,8.1_Он разбил ее надежды.,"Он разбил ее надежды [иллюзии]. Ты разбила мою жизнь [мое счастье, мое сердце].",Snom V Sacc,8,НВ разбивать,Destroying,ExactMatch,,
разбить,9,1,физическое воздействие,8268,разбить 9.1,"9.1_Я так измучен и разбит, что едва таскаю ноги.","Я так измучен и разбит, что едва таскаю ноги.",Snom Vpass,9. <только прич страд>,НВ разбивать,Feeling,ExactMatch,,
разбить,10,1,физическое воздействие,16460,разбить 10.1,10.1_Войска разбили Кенигсберг.,Войска разбили Кенигсберг.,Snom V Sacc,10,НВ разбивать,Beat_opponent,ExactMatch,,
развернуть,1,1,,8283,развернуть 1.1,1.1_Моряки разворачивают паруса.,"Моряки разворачивают паруса [знамя]. Продавщица развернула сукно [обои, салфетку, план города].",Snom V Sacc,1,"НВ разворачивать, &lt;редк.&gt; развертывать",Arranging,ExactMatch,,
развернуть,2,1,,8284,развернуть 2.1,2.1_Дама развернула свой веер.,Дама развернула свой веер [зонтик].,Snom V Sacc,2,"НВ разворачивать, <редк.> развертывать",Closure,TooGeneral,Opening_the_obj,
развернуть,3,1,,18034,развернуть 3.1,3.1_Я развернул пакет.,"Дети в нетерпении разворачивали покупку [шоколад, конфету]. Я медленно развернул пакет.",Snom _V_ Sacc,3,,,,,
развернуть,4,1,,8293,развернуть 4.1,4.1_Он развернул плечи и приосанился.,"Он развернул плечи и приосанился. Как вы стоите? Ну-ка, разверните ступни [носки]!",Snom V Sacc,7,"НВ разворачивать, &lt;редк.&gt; развертывать",Body_movement,ExactMatch,,
развернуть,5,1,,8285,развернуть 5.1,5.1_Пилот разворачивает самолет.,Пилот разворачивает самолет.,Snom V Sacc,3,"НВ разворачивать, &amp;lt;редк.&amp;gt; развертывать",Change_direction,ExactMatch,,
развернуть,6,1,,18060,развернуть 6.1,6.1_Снимок надо развернуть на 180 градусов,Снимок надо развернуть на 180 градусов. Разверните голову!,Snom _V_ Sacc,6,"НВ развёртывать, разворачивать",,,,
развернуть,7,1,,8292,развернуть 7.1,7.1_Мы развернули санитарный пункт за рекой.,Мы развернули санитарный пункт за рекой [в лесу]. Негде развернуть госпиталь.,Snom _V_ Sacc {ADV / PRгде + Sx},7,"НВ разворачивать, редк. развертывать",Arranging,ExactMatch,,
развернуть,8,1,,18056,развернуть 8.1,8.1_Мэрия развернет спортплощадки в спальных районах.,Мэрия развернет спортплощадки в спальных районах (рядом с торнрвыми центрами),Snom _V_ Sacc PRгде + Sx,8,"НВ развёртывать, разворачивать",,,,
развернуть,10,1,,8290,развернуть 10.1,10.1_Институт развернул научную работу.,Институт развернул научную работу. На фабриках и заводах развертывают соцсоревнование. Докладчик развернул свою аргументацию..,Snom _V_ Sacc,10,"НВ разворачивать, редк. развертывать",Launch_process,ExactMatch,,
развернуть,11,1,,18057,развернуть 11.1,11.1_С помощью особой программы они развернули кору гиппокама на плоскости,С помощью особой программы они развернули кору гиппокама на плоскости,Snom развернуть Sacc на + Sloc,,"НВ развёртывать, разворачивать",,,,
развернуть,12,1,,18058,развернуть 12.1,12.1_Маршал развернул свои боевые способности.,Маршал в полной мере развернул свои боевые способности (талант военачальника).,Snom _V_ Sacc,12,"НВ развёртывать, разворачивать",Evidence,ExactMatch,,
развернуться,1,1,,8294,развернуться 1.1,1.1_Ковер разворачивается.,"Ковер [занавес, знамя] разворачивается. Покупка выскользнула из рук и развернулась.",Snom V,1,"НВ разворачиваться, <редк.> развертываться",Self_motion,ExactMatch,,
развернуться,2,1,,8295,развернуться 2.1,2.1_Машина разворачивается.,"Машина [танк, самолет] разворачивается.",Snom V,2,"НВ разворачиваться, <редк.> развертываться",,,,
развернуться,4,1,,8301,развернуться 4.1,4.1_Соревнование разворачивается.,Соревнование [стройка] разворачивается.,Snom V,4,"НВ разворачиваться, <редк.> развертываться",,,,
развернуться,6,1,,8303,развернуться 6.1,"6.1_Я вышел из леса, и передо мной развернулся город.","Я вышел из леса, и передо мной развернулся город. Мы взобрались на гору, и перед нашими глазами развернулся величественный вид.",Snom V перед + Sins,6,"НВ разворачиваться, <редк.> развертываться",Becoming_visible,ExactMatch,,
развернуться,7,1,,8304,развернуться 7.1,"7.1_Темы в вашей лаборатории такие неинтересные, что этому талантливому исследователю негде развернуться.","Темы в вашей лаборатории такие неинтересные, что этому талантливому исследователю негде развернуться.",Snom V,7,"НВ разворачиваться, <редк.> развертываться",,,,
развернуться,8,1,,8305,развернуться 8.1,8.1_События разворачивались стремительно.,События разворачивались стремительно.,Snom V,8,"НВ разворачиваться, <редк.> развертываться",Process_continue,ExactMatch,,
развернуться,9,1,,13241,развернуться 9.1,9.1_Он круто развернулся из врагов и протянул дружескую руку.,Он круто развернулся из врагов и протянул дружескую руку.,Snom V из + Sgen,9. перен. о поведении,,,,,
разглядеть,1,1,восприятие,8339,разглядеть 1.1,1.1_Он издали разглядел своего коня.,Он издали разглядел своего коня.,Snom V Sacc,,НВ нет,Perception_experience,ExactMatch,,
раздеться,1,1,,8390,раздеться 1.1,1.1_Гости раздеваются в передней.,Гости раздеваются в передней. Ребенок разделся.,Snom V,,НВ раздеваться,Undressing,ExactMatch,,
размышлять,1,1,ментальный,8439,размышлять 1.1,"1.1_Юноша ничего не делает, только целыми днями лежит на диване и размышляет.","Юноша ничего не делает, только целыми днями лежит на диване и размышляет.",Snom V,,СВ нет,Cogitation,ExactMatch,,
разобрать,1,1,,8445,разобрать 1.1,"1.1_Гости, уходя, разбирают шубы.","Гости, уходя, разбирают шубы [шляпы]. Охотники разбирают ружья. Спортсмены разобрали лыжи и вышли из помещения.",Snom V Sacc,1,НВ разбирать,Taking,ExactMatch,,
разобрать,2,1,,16213,разобрать 2.1,2.1_Я разобрала книги.,Я разобрала тетради,Snom V Sacc,"2. навести порядок, разложить",НВ разбирать,Differentiation,ExactMatch,,
разобрать,3,1,,8446,разобрать 3.1,3.1_Мастер разбирает часы.,"Мастер разбирает часы [механизм, двигатель]. Бойцы быстро разобрали пулемет и прочистили детали.",Snom V Sacc,3,НВ разбирать,Cause_to_fragment,ExactMatch,,
